"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 16, 2018","32,902.30","32,668.50","32,928.90","32,353.40","33.50M","0.72%"
"Aug 15, 2018","32,668.50","31,245.10","32,668.50","31,149.40","23.25M","4.56%"
"Aug 14, 2018","31,245.10","31,307.00","31,307.00","31,049.70","22.20M","-0.20%"
"Aug 13, 2018","31,307.00","31,391.10","31,391.10","31,203.60","21.53M","-0.27%"
"Aug 10, 2018","31,391.10","31,193.90","31,478.70","31,193.60","15.86M","0.63%"
"Aug 09, 2018","31,193.90","31,245.50","31,471.70","31,141.10","21.95M","-0.17%"
"Aug 08, 2018","31,245.50","31,312.40","31,495.40","31,132.90","32.44M","-0.21%"
"Aug 07, 2018","31,312.40","31,229.80","31,355.20","31,217.00","23.58M","0.26%"
"Aug 06, 2018","31,229.80","31,170.50","31,337.80","31,104.40","19.19M","0.19%"
"Aug 03, 2018","31,170.50","30,995.90","31,328.30","30,995.90","29.76M","0.56%"
"Aug 02, 2018","30,995.90","31,034.60","31,172.10","30,861.50","23.45M","-0.12%"
"Aug 01, 2018","31,034.60","30,913.30","31,232.90","30,913.30","23.03M","0.39%"
"Jul 31, 2018","30,913.30","31,088.90","31,180.30","30,857.50","25.76M","-0.56%"
"Jul 30, 2018","31,088.90","31,378.90","31,378.90","30,963.10","27.78M","-0.92%"
"Jul 27, 2018","31,378.90","31,179.00","31,501.40","31,179.00","39.21M","0.64%"
"Jul 26, 2018","31,179.00","31,224.00","31,226.80","31,002.00","36.77M","-0.14%"
"Jul 25, 2018","31,224.00","31,683.40","31,687.10","31,156.40","30.93M","-1.45%"
"Jul 24, 2018","31,683.40","31,363.60","31,789.70","31,363.60","31.87M","1.02%"
"Jul 23, 2018","31,363.60","31,753.20","31,753.20","31,356.00","30.89M","-1.23%"
"Jul 20, 2018","31,753.20","31,341.90","31,828.90","31,317.00","19.14M","1.31%"
"Jul 19, 2018","31,341.90","31,235.80","31,467.80","31,235.80","15.97M","0.34%"
"Jul 18, 2018","31,235.80","30,848.40","31,323.20","30,848.40","20.29M","1.26%"
"Jul 17, 2018","30,848.40","31,081.00","31,107.40","30,714.60","20.18M","-0.75%"
"Jul 16, 2018","31,081.00","31,679.80","31,681.20","31,057.00","20.84M","-1.89%"
"Jul 13, 2018","31,679.80","31,227.90","31,702.60","31,227.90","20.79M","1.45%"
"Jul 12, 2018","31,227.90","30,519.90","31,358.00","30,519.90","36.21M","2.32%"
"Jul 11, 2018","30,519.90","30,572.40","30,627.80","30,411.70","23.16M","-0.17%"
"Jul 10, 2018","30,572.40","30,719.10","30,817.10","30,561.90","25.73M","-0.48%"
"Jul 09, 2018","30,719.10","30,853.90","30,905.90","30,611.30","24.83M","-0.44%"
"Jul 06, 2018","30,853.90","30,726.40","30,872.10","30,496.90","27.40M","0.41%"
"Jul 05, 2018","30,726.40","30,593.10","30,774.70","30,497.30","33.56M","0.44%"
"Jul 04, 2018","30,593.10","30,708.10","30,785.10","30,496.50","38.09M","-0.37%"
"Jul 03, 2018","30,708.10","30,366.80","30,758.70","30,366.80","54.52M","1.12%"
"Jul 02, 2018","30,366.80","30,284.80","30,604.10","30,278.10","75.04M","0.27%"
"Jun 29, 2018","30,284.80","30,491.60","30,702.90","30,181.70","30.71M","-0.68%"
"Jun 28, 2018","30,491.60","30,585.70","30,585.70","30,445.70","29.09M","-0.31%"
"Jun 27, 2018","30,585.70","30,706.30","30,711.30","30,494.00","20.90M","-0.39%"
"Jun 26, 2018","30,706.30","30,911.10","30,911.10","30,562.80","24.43M","-0.66%"
"Jun 25, 2018","30,911.10","31,048.90","31,090.70","30,749.50","23.88M","-0.44%"
